"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"214775_at",15.2569767441857,1026.61453488372,0.165919495320467,0.86861367529183,0.948767206494288,-4.60373162356451
"213863_s_at",-3.624588372093,159.35693372093,-0.165895018253167,0.868632878685413,0.948767206494288,-4.60373169565104
"214881_s_at",-1.05720232558138,50.4884058139535,-0.165809293025262,0.868700134721009,0.948767206494288,-4.60373194803362
"214988_s_at",31.3886046511639,3191.10011627907,0.165787048061022,0.868717587245663,0.948767206494288,-4.60373201350346
"205284_at",-9.34651162790703,565.482744186046,-0.165708754790171,0.86877901358654,0.948767206494288,-4.60373224386098
"202979_s_at",-15.1455813953487,660.514069767442,-0.165677695937599,0.868803381570267,0.948767206494288,-4.60373233521346
"217371_s_at",-8.49998837209301,320.948087209302,-0.165674887623062,0.868805584908493,0.948767206494288,-4.60373234347262
"205149_s_at",-6.23006046511625,283.492620930233,-0.165619214808663,0.868849264716959,0.948768409570126,-4.60373250717583
"221143_at",-6.67881627906974,217.811652325581,-0.165526069807791,0.868922345385678,0.948801716187047,-4.60373278094129
"214674_at",10.3695813953489,465.406627906977,0.165322008436675,0.869082453950357,0.948866572318101,-4.60373338016702
"221755_at",-0.812946511627892,34.9722848837209,-0.165295034162739,0.869103618640719,0.948866572318101,-4.60373345932167
"210250_x_at",3.70262790697683,271.925895348837,0.165272166072803,0.869121561591116,0.948866572318101,-4.60373352641683
"212402_at",17.458744186046,1281.48097674419,0.165189621173884,0.869186329224901,0.948866572318101,-4.60373376852706
"217593_at",4.65152093023261,298.62498372093,0.165179011569914,0.869194653958492,0.948866572318101,-4.60373379963705
"202132_at",-7.57023255813976,626.895627906977,-0.164894548746268,0.869417860740537,0.949063743246038,-4.60373463300843
"217787_s_at",7.15362093023253,363.075868604651,0.16463652669822,0.869620329646026,0.949162777050927,-4.60373538767729
"217402_at",-0.925383720930228,43.1470313953488,-0.164620262050965,0.869633092743574,0.949162777050927,-4.60373543520896
"205548_s_at",-17.5015581395352,976.752244186046,-0.164609435557667,0.869641588464356,0.949162777050927,-4.60373546684562
"207595_s_at",-6.81586046511629,233.757895348837,-0.164530388596901,0.869703618330584,0.949162777050927,-4.60373569776983
"221549_at",1.23599069767445,94.8189395348837,0.164507521604487,0.869721562708155,0.949162777050927,-4.60373576455177
"40225_at",-25.1223023255816,2064.03105813953,-0.164392233945682,0.869812033243794,0.949213228819198,-4.6037361011026
"221023_s_at",-7.03383255813964,405.403269767442,-0.164283043061448,0.869897721011627,0.949213228819198,-4.60373641963826
"209750_at",11.4800627906976,605.31633372093,0.164255639880469,0.869919225957554,0.949213228819198,-4.60373649954666
"206630_at",5.43006976744175,354.889639534884,0.16423148197566,0.869938184218717,0.949213228819198,-4.6037365699807
"206769_at",-2.17515813953483,99.0412441860465,-0.163813338343668,0.870266340456745,0.949471952570383,-4.60373778746781
"205806_at",3.96635116279077,237.239784883721,0.16365541120144,0.870390286506651,0.949471952570383,-4.60373824648959
"217591_at",8.18563488372095,183.956952325581,0.163619719048124,0.870418299248872,0.949471952570383,-4.60373835016905
"209597_s_at",-11.7483488372092,679.66926744186,-0.163609513877556,0.870426308737559,0.949471952570383,-4.60373837980914
"221015_s_at",12.3841162790699,576.278313953488,0.163609008348644,0.870426705500324,0.949471952570383,-4.60373838127736
"215265_at",-10.211139534884,695.2145,-0.16358965024773,0.870441898669458,0.949471952570383,-4.60373843749613
"214998_at",6.10521162790695,316.914801162791,0.16354929935425,0.870473568148829,0.949471952570383,-4.60373855465971
"221868_at",-7.5863023255813,375.064476744186,-0.163453375602203,0.870548854945754,0.949507593478034,-4.60373883306975
"205854_at",-8.89793023255822,503.74338372093,-0.163377703366627,0.870608247962856,0.949525896400387,-4.60373905258648
"205665_at",-4.23972558139536,142.302002325581,-0.163208560820915,0.870741005891803,0.949623423491312,-4.60373954288309
"216133_at",-3.53632325581393,159.746668604651,-0.163155182940664,0.870782902311088,0.949623423491312,-4.60373969750524
"214743_at",18.0226511627898,1506.60011627907,0.163073860497131,0.870846733190859,0.949646557487125,-4.60373993297858
"218480_at",-1.57846046511627,101.581746511628,-0.162965132981929,0.870932075950112,0.949653175158344,-4.60374024762154
"220921_at",4.77319534883725,256.333481395349,0.162943128257664,0.870949348156865,0.949653175158344,-4.6037403112748
"213569_at",-2.91535813953487,166.952476744186,-0.162862828885391,0.871012378215054,0.949653175158344,-4.60374054348461
"91617_at",5.73562325581406,377.181858139535,0.162779938609854,0.871077442847123,0.949653175158344,-4.60374078306689
"214251_s_at",0.981572093023246,48.2377395348837,0.16272271428314,0.87112236153857,0.949653175158344,-4.6037409483944
"214716_at",5.48001860465118,200.99321627907,0.162717581857368,0.871126390297771,0.949653175158344,-4.60374096321971
"214291_at",-5.19825581395355,359.935406976744,-0.162571574359628,0.871241002060294,0.949653175158344,-4.60374138477544
"201390_s_at",8.71111627906987,445.892255813954,0.162561566279551,0.871248858221326,0.949653175158344,-4.60374141365712
"221468_at",-6.23875581395347,242.96615,-0.162558707121575,0.871251102610766,0.949653175158344,-4.60374142190786
"204387_x_at",20.2074651162793,1451.40061627907,0.162523193760177,0.871278980071677,0.949653175158344,-4.60374152437749
"220039_s_at",2.59352790697675,92.7702686046512,0.162311473584362,0.871445180639176,0.949784657696911,-4.60374213480714
"209321_s_at",14.1608372093027,1026.43151162791,0.162260929164433,0.871484858918056,0.949784657696911,-4.60374228041883
"217569_x_at",16.9395813953489,704.091674418605,0.162188597377566,0.871541641244418,0.949790472882228,-4.60374248871819
"201133_s_at",-13.4025046511629,704.47983372093,-0.162145540037625,0.871575442691549,0.949790472882228,-4.60374261266967
"213385_at",15.2776744186049,1055.9001627907,0.162031594802968,0.871664894650462,0.949801470680125,-4.60374294053132
"215410_at",-13.4588139534882,922.335337209302,-0.162024093191825,0.871670783799693,0.949801470680125,-4.60374296210809
"221358_at",4.55450232558141,203.646948837209,0.161906822889749,0.871762847938351,0.949811512636271,-4.6037432992812
"205385_at",-5.0205279069767,148.288152325581,-0.16190376373217,0.871765249582059,0.949811512636271,-4.60374330807356
"211619_s_at",-2.76061860465114,98.9555302325581,-0.161698594764744,0.871926323715797,0.949902721615065,-4.60374389737346
"219960_s_at",18.6817441860464,1198.23747674419,0.161638476714481,0.871973522242566,0.949902721615065,-4.60374406990713
"217773_s_at",25.5735581395345,1551.33077906977,0.161634236818949,0.871976850991166,0.949902721615065,-4.60374408207284
"221538_s_at",1.6946418604651,126.680437209302,0.161457377473302,0.872115705594261,0.949962675754579,-4.6037445892592
"209134_s_at",73.6641860465134,5472.12674418605,0.161455537503081,0.872117150200216,0.949962675754579,-4.60374459453283
"213025_at",-10.740906976744,842.100686046512,-0.161366232452937,0.872187266317175,0.949992611953544,-4.60374485042272
"215930_s_at",1.79876744186046,87.7227674418605,0.161230925471125,0.872293501899921,0.950061884883715,-4.60374523785464
"209322_s_at",-2.38563720930227,157.096123255814,-0.160938412253659,0.87252317516129,0.950265587102592,-4.60374607431442
"202495_at",-5.8072604651162,285.66118372093,-0.160853994256132,0.872589459864763,0.950291331516862,-4.60374631543085
"210993_s_at",-11.4494883720932,729.53976744186,-0.16077410444907,0.872652189888061,0.950313202388606,-4.6037465434974
"207135_at",4.30012093023265,363.619776744186,0.160585638464652,0.872800177897156,0.950363180511342,-4.60374708107494
"215223_s_at",-13.3860093023255,350.411113953488,-0.160550719917905,0.872827597274747,0.950363180511342,-4.60374718060693
"210532_s_at",31.8623255813955,2387.52651162791,0.160541259861236,0.872835025699602,0.950363180511342,-4.6037472075682
"206442_at",-9.66431627906985,483.717655813954,-0.160417657161308,0.872932084662072,0.950363180511342,-4.60374755969147
"219938_s_at",8.70644186046513,599.157523255814,0.160358794209769,0.872978307451626,0.950363180511342,-4.60374772728688
"207952_at",1.35463488372093,62.4035034883721,0.160348584863498,0.872986324499624,0.950363180511342,-4.60374775634883
"208759_at",16.6073953488371,1137.68088372093,0.160319524097023,0.873009144991301,0.950363180511342,-4.60374783906313
"219642_s_at",6.24397674418611,356.069244186046,0.160251369715883,0.873062664871679,0.950363180511342,-4.60374803298904
"215786_at",8.53641860465154,582.220162790698,0.160226835645738,0.873081930989889,0.950363180511342,-4.60374810277791
"218753_at",14.2069069767444,1018.91945348837,0.160128903235806,0.873158836130202,0.950400466270481,-4.60374838124717
"220500_s_at",9.74661162790704,426.940629069767,0.159940856281272,0.873306510554755,0.950513592910061,-4.60374891547894
"218217_at",23.971465116279,1332.26024418605,0.159868719316432,0.873363161347335,0.950513592910061,-4.60374912024997
"219908_at",14.1820930232557,781.317534883721,0.159832798213205,0.873391371249876,0.950513592910061,-4.60374922218271
"219749_at",-5.10120930232557,352.603488372093,-0.159779288328516,0.87343339444538,0.950513592910061,-4.60374937398444
"218514_at",16.1026279069767,1554.0636627907,0.15956574746737,0.87360109921593,0.950649670060486,-4.60374997927109
"213696_s_at",1.33368604651163,80.69625,0.159336290396013,0.873781310257973,0.95079934253728,-4.60375062877144
"212672_at",15.5127441860468,867.734837209302,0.159223280541439,0.873870068410797,0.95084949140084,-4.60375094831362
"205942_s_at",11.2629534883721,604.152011627907,0.15905155041169,0.874004948670568,0.950936326846362,-4.60375143345737
"221090_s_at",-11.4025116279068,602.90711627907,-0.159013003598003,0.874035224616987,0.950936326846362,-4.60375154228165
"203972_s_at",11.5293255813953,860.051220930233,0.158916107619336,0.874111330762388,0.950939682097147,-4.60375181571927
"216744_at",-9.40655813953475,455.841186046512,-0.158900410981208,0.87412365966862,0.950939682097147,-4.60375185999906
"222006_at",2.3724488372093,115.904938372093,0.158804316711335,0.874199137479501,0.950975365185302,-4.60375213098312
"204121_at",-9.52944186046511,656.678976744186,-0.158716287590292,0.874268281494128,0.950987835226507,-4.60375237907991
"200698_at",19.0884883720928,1287.30838372093,0.158681054494545,0.874295956219998,0.950987835226507,-4.60375247834057
"215992_s_at",10.5587674418606,571.027662790698,0.158586133715146,0.874370514924744,0.951004198169343,-4.60375274564721
"214588_s_at",5.87651162790701,342.997953488372,0.15853683572152,0.874409238132587,0.951004198169343,-4.60375288441237
"213583_x_at",-95.3972093023258,8180.4076744186,-0.158486677015145,0.874448637738072,0.951004198169343,-4.60375302555606
"219970_at",-11.8821023255813,612.015179069767,-0.158444569437649,0.874481713435796,0.951004198169343,-4.6037531440099
"217176_s_at",3.10900000000002,115.107074418605,0.158266264176722,0.874621775519511,0.951110098282235,-4.60375364525628
"205031_at",4.68541860465115,329.743546511628,0.158188351869406,0.874682978334788,0.951130236493953,-4.60375386410403
"210191_s_at",-14.5392093023255,1007.5078372093,-0.158057491511106,0.874785775394237,0.95115909635639,-4.60375423143525
"212797_at",7.98446976744196,347.690172093023,0.158045889527369,0.874794889410217,0.95115909635639,-4.60375426398791
"210775_x_at",-14.9316744186045,1003.83434883721,-0.157933567014867,0.874883125985516,0.951208621436216,-4.60375457901725
"209677_at",4.87467441860457,320.096544186047,0.157761829524784,0.875018039916873,0.95130888873281,-4.60375506025441
"210324_at",-1.12359534883721,66.9499813953488,-0.157660045349604,0.875098001507876,0.951349405649607,-4.60375534522387
"201824_at",-13.4117906976749,836.977244186047,-0.157446439845909,0.875265814090834,0.951368994997775,-4.60375594266691
"211596_s_at",-21.1935325581394,858.843345348837,-0.15739001725523,0.875310141714253,0.951368994997775,-4.60375610034276
"206267_s_at",-3.85527441860464,157.918360465116,-0.157376651446992,0.875320642433886,0.951368994997775,-4.60375613768595
"218590_at",-7.08379069767466,460.048662790698,-0.157375765742147,0.87532133828023,0.951368994997775,-4.60375614016043
"207161_at",-6.42207441860461,338.544797674419,-0.157365383601628,0.875329494926373,0.951368994997775,-4.60375616916509
"218226_s_at",-29.1110232558149,1834.24009302326,-0.15725960247593,0.875412601794777,0.951384662315221,-4.60375646457761
"204874_x_at",-0.760765116279075,40.9064825581395,-0.157183663531595,0.875472264036288,0.951384662315221,-4.6037566765282
"203677_s_at",-11.5904604651165,496.391165116279,-0.157096786939337,0.875540520440924,0.951384662315221,-4.60375691888108
"216103_at",-7.12060697674411,410.609836046512,-0.157076268201649,0.875556641552232,0.951384662315221,-4.60375697610108
"214939_x_at",0.968448837209323,47.591838372093,0.157039563146459,0.875585480020708,0.951384662315221,-4.60375707844075
"203250_at",21.0407674418607,1053.28454651163,0.156996107240511,0.875619622722456,0.951384662315221,-4.60375719957201
"204979_s_at",-5.81293023255813,308.573534883721,-0.156952122299022,0.875654181320004,0.951384662315221,-4.60375732214383
"201024_x_at",-28.6905348837211,1159.43231395349,-0.156912293968457,0.875685474311591,0.951384662315221,-4.60375743310291
"218982_s_at",-15.2036279069771,1297.67237209302,-0.156587337871412,0.875940798661241,0.951615660697598,-4.6037583373581
"212744_at",-9.82209302325566,685.39311627907,-0.156281420652213,0.876181175802086,0.951830398810349,-4.60375918692271
"208164_s_at",-3.65555813953483,183.216506976744,-0.156216778478769,0.876231970445794,0.951839175032595,-4.60375936622851
"213570_at",-5.06241860465121,365.854604651163,-0.155849094601988,0.876520899607946,0.952080742844266,-4.6037603847083
"222132_s_at",-13.2955581395349,1192.73343023256,-0.155746581584215,0.876601458208729,0.952080742844266,-4.60376066824072
"205436_s_at",7.42711627906971,347.260511627907,0.155735065902607,0.876610507747521,0.952080742844266,-4.60376070007937
"218926_at",-29.5777441860464,2160.28910465116,-0.155716297335133,0.876625256964314,0.952080742844266,-4.6037607519658
"219952_s_at",3.6258604651162,244.266744186047,0.155571206347022,0.876739277709276,0.952116847030667,-4.60376115286475
"204911_s_at",10.3364651162791,409.026209302326,0.155525282839961,0.876775367553751,0.952116847030667,-4.60376127967759
"202618_s_at",11.218230232558,698.980743023256,0.155510881759968,0.87678668496474,0.952116847030667,-4.60376131943692
"206544_x_at",0.953397674418589,58.0699895348837,0.155347927446213,0.876914748044578,0.952170692508868,-4.60376176907438
"217218_at",-10.1345581395343,924.178813953488,-0.155295837937669,0.87695568501314,0.952170692508868,-4.6037619127049
"203850_s_at",-7.9811581395349,425.787046511628,-0.155257283081724,0.876985985359722,0.952170692508868,-4.60376201898426
"217518_at",-7.0729023255812,450.760223255814,-0.155191020360269,0.877038061807672,0.952170692508868,-4.60376220158084
"222239_s_at",8.53083720930238,501.842093023256,0.15509169441013,0.877116123948464,0.952170692508868,-4.60376247514215
"220528_at",1.78999999999999,152.224727906977,0.155078042606928,0.877126853253619,0.952170692508868,-4.60376251272796
"221151_at",-7.78216279069767,361.564097674419,-0.155038079651932,0.877158261305401,0.952170692508868,-4.60376262273401
"213430_at",-3.82783255813956,182.909518604651,-0.154932431823218,0.877241293962867,0.952170692508868,-4.60376291341444
"213581_at",-10.0646046511628,503.468813953488,-0.154922676198763,0.877248961349502,0.952170692508868,-4.60376294024618
"222090_at",-3.67843953488369,142.152961627907,-0.154867309517517,0.877292476751263,0.952170692508868,-4.60376309249398
"206978_at",-11.8740860465114,747.873484883721,-0.154849709946745,0.877306309199819,0.952170692508868,-4.60376314087804
"202522_at",-41.979441860467,2658.02486046512,-0.154788733138492,0.877354234445492,0.952176329931273,-4.60376330847068
"205813_s_at",7.45406976744198,527.611825581395,0.154701073378163,0.877423132187917,0.95220472675904,-4.60376354928496
"216300_x_at",1.72151627906977,124.224095348837,0.154463180864963,0.87761011278623,0.952361261479281,-4.60376420212405
"211721_s_at",-1.00114325581396,40.0863448837209,-0.154408120134041,0.877653390836351,0.952361846019304,-4.60376435308204
"219098_at",-14.5819302325577,730.529569767442,-0.15426552979183,0.877765469392202,0.952437083875459,-4.60376474376686
"207827_x_at",-7.94862790697687,535.411104651163,-0.154071454904491,0.877918019726441,0.952556226983701,-4.60376527493543
"209417_s_at",-9.23411627906978,613.519104651163,-0.15400723216041,0.877968502292462,0.95255786618704,-4.60376545056123
"220840_s_at",4.36344651162787,190.148472093023,0.15396076685195,0.878005026864229,0.95255786618704,-4.60376557758132
"201439_at",-12.2141860465115,836.337627906977,-0.153764675305562,0.878159169712301,0.95264483574492,-4.60376611320605
"212942_s_at",-10.3153023255811,613.460581395349,-0.153713288644329,0.878199564308327,0.95264483574492,-4.60376625345614
"214487_s_at",-0.764805116279074,31.4988095348837,-0.153695629676922,0.878213445939602,0.95264483574492,-4.6037663016421
"214637_at",-5.58970232558136,238.191523255814,-0.153559687600713,0.878320310642281,0.952714378719853,-4.60376667240169
"216560_x_at",1.0100581395349,52.338761627907,0.153406627550637,0.878440634564787,0.952798513434928,-4.60376708945552
"216673_at",29.9658372093031,2253.19101162791,0.153252796881303,0.878561567167595,0.952883300131201,-4.6037675081905
"211526_s_at",0.626405581395339,20.1299948837209,0.153177042230434,0.878621122067718,0.952901511877492,-4.60376771424434
"207900_at",5.87670930232548,236.579322093023,0.153018276281258,0.878745938985066,0.952948636271932,-4.60376814576008
"218033_s_at",-5.74195813953489,203.995174418605,-0.153012977878726,0.878750104479453,0.952948636271932,-4.6037681601531
"201020_at",-16.2431162790704,1208.65097674419,-0.152737580908633,0.878966620576513,0.953137048338431,-4.60376890757845
"208984_x_at",-1.45017674418608,127.837034883721,-0.152600314024663,0.879074542742953,0.953164878696758,-4.60376927961751
"213104_at",-5.10086976744191,260.160325581395,-0.152582066201051,0.879088889745247,0.953164878696758,-4.60376932905004
"213483_at",10.7575116279066,718.19938372093,0.152541719715363,0.879120611541344,0.953164878696758,-4.60376943832588
"206505_at",-1.72434860465118,40.061458255814,-0.152442421957096,0.879198683698474,0.953183227389931,-4.60376970714448
"206486_at",4.85212790697679,241.168254651163,0.152367796160887,0.879257358487469,0.953183227389931,-4.60376990905611
"213065_at",19.183534883721,1804.7398372093,0.152243030134321,0.879355457712161,0.953183227389931,-4.60377024640932
"201338_x_at",-38.3499999999999,2413.33681395349,-0.152159563197459,0.879421085938924,0.953183227389931,-4.60377047194036
"207614_s_at",6.9441488372093,314.226376744186,0.15199212013347,0.879552745299225,0.953183227389931,-4.60377092400576
"210306_at",-4.58507209302323,237.170763953488,-0.151971485945065,0.879568970058073,0.953183227389931,-4.60377097967986
"211240_x_at",-29.4037209302342,2618.3576744186,-0.15195023872331,0.879585676901688,0.953183227389931,-4.60377103700011
"214555_at",-1.04601395348833,86.6406441860465,-0.151933210543306,0.879599066321747,0.953183227389931,-4.60377108293256
"208786_s_at",-17.3640232558143,764.713406976744,-0.151927008360445,0.879603943165885,0.953183227389931,-4.60377109966127
"209707_at",-11.0358837209305,625.185011627907,-0.151826335442086,0.87968310403129,0.953183227389931,-4.60377137110402
"214631_at",-3.7955,187.576010465116,-0.151825559310968,0.879683714321433,0.953183227389931,-4.60377137319599
"208911_s_at",-4.54918837209294,152.714505813953,-0.151811963922521,0.879694404706746,0.953183227389931,-4.60377140983904
"218359_at",-10.7756372093024,392.121497674419,-0.151754080445499,0.879739920145354,0.953183227389931,-4.60377156581317
"205173_x_at",-9.56865813953488,323.771763953488,-0.151715101066207,0.87977057097744,0.953183227389931,-4.60377167081441
"213951_s_at",3.27483720930229,213.996727906977,0.151704154537214,0.8797791786442,0.953183227389931,-4.60377170029693
"202938_x_at",-16.3331395348837,974.605779069767,-0.151520578926356,0.879923533193336,0.95329327548362,-4.60377219440837
"203220_s_at",19.5689581395349,913.797804651163,0.151090261723495,0.880261928725236,0.9535786386834,-4.60377335030615
"220447_at",4.53206976744184,276.863755813954,0.151076791922789,0.880272521550847,0.9535786386834,-4.6037733864351
"219763_at",-4.39616046511631,153.884310465116,-0.150983085348092,0.880346214217351,0.953603334923762,-4.60377363768747
"214938_x_at",-43.9424418604649,4130.42424418605,-0.15084957297559,0.880451212756283,0.953603334923762,-4.60377399540085
"208688_x_at",-27.8100697674417,2085.31961627907,-0.150788312787045,0.880499390507643,0.953603334923762,-4.60377415942657
"221477_s_at",18.6084651162794,1417.45525581395,0.150744941792015,0.880533499669525,0.953603334923762,-4.60377427551327
"217923_at",-11.0784186046511,771.23723255814,-0.150555788952985,0.880682261742858,0.953603334923762,-4.60377478140933
"218354_at",8.33043953488351,513.420443023256,0.150506883360971,0.880720724973007,0.953603334923762,-4.60377491210584
"205288_at",5.84035813953489,392.653518604651,0.150468317768261,0.880751056210881,0.953603334923762,-4.60377501513958
"220575_at",13.7478604651161,754.348,0.150449744317198,0.880765664004316,0.953603334923762,-4.60377506475192
"204952_at",7.88251162790698,587.807255813953,0.150449658987438,0.88076573111523,0.953603334923762,-4.60377506497983
"39249_at",-7.67193023255845,405.197941860465,-0.150371661524344,0.880827075623107,0.953603334923762,-4.60377527325528
"208553_at",-1.95928604651159,109.896354651163,-0.1503163386219,0.880870587174648,0.953603334923762,-4.60377542091778
"219790_s_at",-1.47263720930233,94.0910186046512,-0.15023216657952,0.88093678932303,0.953603334923762,-4.60377564547748
"AFFX-PheX-M_at",-2.77302093023263,153.070587209302,-0.150229118805806,0.880939186443253,0.953603334923762,-4.60377565360618
"221343_at",1.07666511627905,59.5068697674419,0.150150347562907,0.881001141604838,0.953603334923762,-4.60377586363919
"211549_s_at",-5.55743023255815,302.241054651163,-0.150126891054972,0.881019590761773,0.953603334923762,-4.60377592616159
"212147_at",1.88643953488372,116.12333372093,0.15010474465943,0.881037009541358,0.953603334923762,-4.60377598518297
"212374_at",-1.86396744186055,161.17291627907,-0.150084527748317,0.881052910776863,0.953603334923762,-4.60377603905458
"211604_x_at",1.22884418604654,71.8937988372093,0.15006835501811,0.881065631172212,0.953603334923762,-4.60377608214451
"208567_s_at",-1.68030232558137,87.8633906976744,-0.149949937958136,0.881158771117227,0.95363958867314,-4.60377639750858
"216251_s_at",19.1763953488369,1245.06940697674,0.149886138616436,0.881208952647681,0.95363958867314,-4.6037765673136
"204364_s_at",13.25076744186,883.281011627907,0.14983859352705,0.881246349671314,0.95363958867314,-4.60377669381021
"201253_s_at",-22.8612790697678,1258.14247674419,-0.149808126235614,0.881270314138909,0.95363958867314,-4.60377677484922
"204883_s_at",3.89294651162788,254.700519767442,0.149669960890342,0.881378991381832,0.953710875781157,-4.60377714214436
"221133_s_at",5.91203953488377,239.186552325581,0.149424895328219,0.881571759126756,0.953873143081553,-4.60377779278745
"203365_s_at",-0.780311627906976,50.1548953488372,-0.14928260095736,0.881683690676381,0.953895418672013,-4.60377817008676
"201048_x_at",3.65237674418606,140.227934883721,0.149267650122951,0.88169545143632,0.953895418672013,-4.60377820970866
"211047_x_at",-22.4427441860462,2078.82648837209,-0.14923546291333,0.881720770918972,0.953895418672013,-4.60377829499602
"217246_s_at",2.26856046511624,126.863103488372,0.149025765147345,0.881885728860433,0.953913912372435,-4.60377885018834
"218336_at",-15.9792558139541,1095.25841860465,-0.148978578560731,0.881922848726321,0.953913912372435,-4.60377897501127
"211120_x_at",3.81505348837209,143.15625,0.148927478928439,0.881963047131845,0.953913912372435,-4.60377911014088
"207431_s_at",8.03004651162769,622.718279069767,0.148925301341177,0.881964760175231,0.953913912372435,-4.60377911589834
"215368_at",-5.46373488372089,236.445051162791,-0.148897898378254,0.881986317322349,0.953913912372435,-4.60377918834352
"221582_at",21.532372093023,1528.063,0.148887217635146,0.881994719589341,0.953913912372435,-4.60377921657659
"211547_s_at",-7.55599999999987,316.833193023256,-0.148792229899215,0.882069444602322,0.953922023205778,-4.6037794675745
"211154_at",-3.96201162790689,201.266315116279,-0.148750567409709,0.882102220013335,0.953922023205778,-4.603779577614
"222321_at",13.1695162790702,633.960130232558,0.148714432459181,0.882130647138099,0.953922023205778,-4.60377967302916
"205572_at",2.81783720930233,117.144279069767,0.148567015639785,0.882246620568093,0.953987542229621,-4.60378006204668
"212767_at",-8.4851627906977,495.177046511628,-0.148528578117928,0.882276859950098,0.953987542229621,-4.60378016341592
"203496_s_at",1.9357930232558,148.038145348837,0.14818214735836,0.882549410162121,0.954196920020918,-4.60378107585709
"203363_s_at",-27.8903488372093,2255.28436046512,-0.148138489984556,0.88258375807797,0.954196920020918,-4.60378119069235
"220595_at",-13.3699534883722,809.221674418605,-0.148119162616397,0.882598964167802,0.954196920020918,-4.60378124151977
"220702_at",-7.09868372093024,310.682120930233,-0.148030730911016,0.882668539668102,0.954225842685054,-4.60378147399443
"215407_s_at",3.52865813953491,188.18865,0.147940930993124,0.882739192581052,0.954239424474046,-4.60378170992398
"222345_at",3.89638604651151,182.077558139535,0.147905905481109,0.88276675026289,0.954239424474046,-4.60378180190705
"220240_s_at",-10.9589930232559,552.644643023256,-0.147715433597406,0.882916613941566,0.954355125319423,-4.60378230173838
"210841_s_at",-8.6840000000002,482.057,-0.147535506432061,0.883058184931117,0.954461851708386,-4.60378277330753
"220959_s_at",-1.18693953488371,47.016908372093,-0.147474313693697,0.883106333705149,0.954467596350189,-4.60378293355607
"216530_at",-10.3963488372093,948.251337209302,-0.147310359896882,0.88323534095434,0.954560728610222,-4.60378336258289
"201756_at",-17.6565116279066,1445.10504651163,-0.14715009392124,0.883361449482964,0.954637360748561,-4.60378378149879
"218460_at",-33.6925581395353,3215.27837209302,-0.147077081305358,0.883418901936013,0.954637360748561,-4.60378397219391
"201284_s_at",-2.46577674418606,170.480204651163,-0.147056913688362,0.883434771619444,0.954637360748561,-4.60378402485125
"207435_s_at",-5.04744186046503,391.391651162791,-0.14698673315569,0.883489996305615,0.954650741328582,-4.60378420803527
"221879_at",-1.71249302325582,85.8840558139535,-0.146895462988483,0.883561817174454,0.954682052664421,-4.60378444613644
"209410_s_at",-8.27946279069772,535.675361627907,-0.146830741957542,0.883612747009347,0.954690789449635,-4.60378461488799
"211595_s_at",-8.64555813953484,555.957406976744,-0.146714728077715,0.883704041090269,0.954708013569418,-4.60378491719292
"208684_at",-14.9892790697675,1481.24573255814,-0.146654093469768,0.883751756530691,0.954708013569418,-4.60378507509749
"211052_s_at",-1.54320465116277,140.944439534884,-0.146613976203089,0.883783326411622,0.954708013569418,-4.60378517953498
"206878_at",5.70138837209311,364.878903488372,0.146592702657445,0.88380006749136,0.954708013569418,-4.60378523490493
"215406_at",6.0367534883722,274.655186046512,0.146400989196946,0.883950937545795,0.954824700243974,-4.60378573352711
"203331_s_at",-2.10946976744188,148.848006976744,-0.146167397294949,0.884134769878549,0.954976979021023,-4.60378634018874
"202989_at",2.28075813953491,64.8991162790698,0.145937829117536,0.884315441803343,0.955120597743202,-4.60378693545744
"207866_at",3.72287674418601,176.715447674419,0.145735189354623,0.884474925946206,0.955120597743202,-4.60378746012425
"214288_s_at",-44.4258139534877,3795.09104651163,-0.1457232321088,0.88448433683995,0.955120597743202,-4.60378749106073
"220623_s_at",-9.21702325581418,675.817186046512,-0.145601499017351,0.884580147237305,0.955120597743202,-4.60378780587121
"221225_at",3.32413488372097,109.263006976744,0.145596851933378,0.884583804772831,0.955120597743202,-4.6037878178837
"213405_at",-14.6303023255815,916.016848837209,-0.145584287365598,0.884593693858445,0.955120597743202,-4.60378785036056
"205322_s_at",14.0628604651163,746.09761627907,0.145459927611659,0.884691573600149,0.955120597743202,-4.60378817165443
"204156_at",8.57365116279095,549.231406976744,0.145412832996491,0.884728640792506,0.955120597743202,-4.60378829325571
"202516_s_at",-2.29607232558141,73.1811475581395,-0.145368391299685,0.884763620163457,0.955120597743202,-4.6037884079709
"220153_at",-8.75304651162799,499.731988372093,-0.145306207801887,0.884812564214724,0.955120597743202,-4.60378856842337
"213052_at",-17.8241162790705,1353.87319767442,-0.145304664478466,0.884813778955887,0.955120597743202,-4.60378857240473
"206661_at",-14.0991860465123,961.032127906977,-0.145301296786533,0.884816429648177,0.955120597743202,-4.60378858109236
"204158_s_at",6.08598604651161,280.116069767442,0.145290463842465,0.884824956209349,0.955120597743202,-4.60378860903671
"201283_s_at",-2.45473023255816,107.127888372093,-0.145168308678696,0.884921104924369,0.955178113787528,-4.60378892400062
"221103_s_at",12.9378837209304,888.199244186046,0.145050381818252,0.885013927164624,0.955209769319735,-4.60378922781122
"220468_at",-2.46570930232562,144.47585,-0.145022127997576,0.8850361664666,0.955209769319735,-4.60378930056387
